category,subcategory,date,feedback,score,user_role,license_sku,server_version
Reliability,Desktop Stability,2019-11-18,"Windows auto start does not work properly (window is blanck, when auto started)",9,user,,5.18.0
Feature Requests,Mark as Unread,2019-11-18,Able to make a message 'unread' or add a symbol on the name of it so it stands out from the other channels/people in the column of channels after you have read it so you can remember to come back to it,9,user,,5.18.0
Praise,Praise,2019-11-18,It should just work. Always. And so far it has.,9,user,,5.18.0
Praise,Praise,2019-11-18,everything's cool so far :),9,user,,5.18.0
Praise,Praise,2019-11-18,I cannot think of anything that is missing.,9,user,,5.18.0
Feature Requests,Miscellaneous Features,2019-11-18,if I am disconnected and I would like to receive the text message in my phone if it is very important,9,user,,5.18.0
UX Feedback,Search UX,2019-11-18,Better navigation in history & older mentions,9,user,,5.18.0
Praise,Praise,2019-11-18,it is perfect,9,user,,5.18.0
Feature Requests,Audio/Video Calling,2019-11-18,"video chat, more thorough / organized search, faster syncing",8,system_admin,,5.16.0
Reliability,Message and Network Reliability,2019-11-18,Improve stability please.,9,user,,5.18.0
UX Feedback,Mobile UX,2019-11-17,would be nice to have phabricator login on the mobile app,10,user,,5.18.0
UX Feedback,System Administration,2019-11-17,I miss fast search/grep in channel logs.,10,user,,5.18.0
UX Feedback,Messaging UX,2019-11-17,Add a way to pin specific messages on a separate area/workboard to come back to them later. It happens that read messages are forgotten,10,user,,5.18.0
UX Feedback,Messaging UX,2019-11-17,"It would be nice to have tab view for multiple chat thread e.g for reply it opens it side window, its nice but if i am reply 4 -5 person then it becomes messy, so tabview for all reply chat would be nice",10,user,,5.18.0
Reliability,Message and Network Reliability,2019-11-17,"Improve search, and make it reliable (first query almost always is empty, second attempt gives some results). Also, with multiple sessions open on different devices, make sure no messages are lost. Losing messages is a notorious fact of Mattermost, and it makes it very unreliable! So we are forced to search for messages frequently, and searching too is unreliable.",10,user,,5.18.0
Feature Requests,Threading,2019-11-16,Better thread management similar to slack,8,team_admin,,5.18.0
UX Feedback,Search UX,2019-11-16,searching and navigating the history could be improved,8,user,,5.18.0
Feature Requests,Emoji/GIF Options,2019-08-09,Mas memes,6,user,,5.13.0
Invalid,Invalid,2019-08-09,pone choripanes,6,user,,5.13.0
Invalid,Invalid,2019-08-09,:parrot:,9,user,,5.13.0
Invalid,Invalid,2019-08-09,Not yet enough data,6,team_admin,,5.13.0
Invalid,Invalid,2019-08-09,idk,6,user,,5.13.0
Invalid,Invalid,2019-08-09,"Not sure now, have to ask our users about opinions and suggestions.",9,system_admin,,5.13.0
UX Feedback,Performance,2019-08-09,"improve mobile app, make it faster",6,user,E20,5.13.0
UX Feedback,Search UX,2019-08-09,loooking for better search results in history of chats,5,user,,5.13.0
Feature Requests,Integrations,2019-08-09,Allow Mattermost to talk to 3rd party platform such as WHMCS.,9,system_admin,,5.12.0
Feature Requests,Mark as Unread,2019-08-09,Mark channels as unread.,10,user,,5.12.0
Invalid,Invalid,2019-08-09,Give money,10,system_admin,,5.12.0
Invalid,Invalid,2019-08-09,"Mattermost feels like yet another chat platform, and we have enough of these already (irc, slack, discord, etc.), can't see any distinguishing feature in mattermost",6,team_admin,,5.12.0
Invalid,Invalid,2019-08-09,,4,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-09,"Make it easier to use, this is difficult to use. When chatting with two different users we have to keep searching and scrolling up and down",4,user,,5.12.0
UX Feedback,Files/Attachments,2019-08-09,Better file handling capability would be great,7,team_admin,E10,5.12.0
UX Feedback,Logout Issues,2019-08-09,log me out less often,4,user,E20,5.12.0
UX Feedback,Performance,2019-08-09,Mattermost is Slow compare to other chatsite,4,user,,5.12.0
Invalid,Invalid,2019-08-08,Yes,10,user,E20,5.14.0
Invalid,Invalid,2019-08-08,123,10,system_admin,E20,5.14.0
Invalid,Invalid,2019-08-08,# :d3wheee:,10,user,,5.13.0
Invalid,Invalid,2019-08-08,Yes,10,user,,5.13.0
Praise,Praise,2019-08-08,"Nothing really, for what we use it for MM covers all of our needs",10,user,,5.13.0
UX Feedback,Documentation,2019-08-08,"Moreover, the help section is not helpful :c",9,user,E20,5.13.0
UX Feedback,Notifications UX,2019-08-08,I need more options when receive and not receive email notification about the new messages.,9,user,E20,5.13.0
Reliability,Mobile Stability,2019-08-08,I have a problem with messages in app. I can write it but still have problem with sending,1,user,,5.12.0
Reliability,Mobile Stability,2019-08-08,"Make mobile less janky, disable the send button when making the network request to prevent double posting,",6,user,E20,5.12.0
Reliability,Notifications Reliability,2019-08-08,Our team does not receive push notifications on a consistent basis. We also have to manually push to update chat rooms on mobile.,0,user,E20,5.12.0
Feature Requests,Emoji/GIF Options,2019-08-08,Pls include vadivel giffs,9,user,,5.12.0
Invalid,Invalid,2019-08-08,change the name,8,user,,5.12.0
Invalid,Invalid,2019-08-08,I think it is best now and i am satisfied with this.,9,user,,5.12.0
Invalid,Invalid,2019-08-08,:+1:,9,user,,5.12.0
Invalid,Invalid,2019-08-08,9,9,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-08,by making the scrolling on the blue panel better :woman_shrugging:,5,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-08,Ability to permanently add users on the favorite list and the list is always shown,10,user,,5.12.0
UX Feedback,Logout Issues,2019-08-08,sometimes I have to set password I don't know why,6,user,,5.12.0
UX Feedback,Notifications UX,2019-08-08,Push notifications don't always work,6,system_admin,,5.12.0
UX Feedback,Performance,2019-08-08,bundle static emojis in the app (so you don't need to fetch each one),6,user,E20,5.12.0
UX Feedback,Search UX,2019-08-08,search is garbage,6,user,E20,5.12.0
UX Feedback,Search UX,2019-08-08,built-in search fonction,8,user,,5.12.0
Feature Requests,Threading,2019-08-08,Threads/reply's should be put together instead of in the global channel thread,6,system_admin,,5.12.0
Reliability,Message and Network Reliability,2019-08-08,message do not sync on both mobile and pc,0,user,E20,5.12.0
Invalid,Invalid,2019-08-07,nothing special,8,user,,5.13.0
Reliability,Notifications Reliability,2019-08-07,Don't consistently fail to send message notifications,0,user,E20,5.12.0
Reliability,Notifications Reliability,2019-08-07,Notification not working sometimes on web.,3,user,,5.12.0
Reliability,Notifications Reliability,2019-08-07,Indication of number of unread messages doesnt work on android,6,user,,5.12.0
Reliability,Message and Network Reliability,2019-08-07,It isn't evident when I have a new message - it doesn't automatically display for me in my Channels or direct messages if I haven't ever had a communication from that channel or direct message person before - too clunky and onerous too use compared to other chat services for that reason,8,user,,5.13.0
Feature Requests,Audio/Video Calling,2019-08-07,"better with call features, or conference vidio",7,user,,5.12.0
Feature Requests,Integrations,2019-08-07,"there are not enough rich plugins (jira, google doc comments, looker)",0,user,E20,5.12.0
Feature Requests,Reminderbot,2019-08-07,"Add message reminders like Slack, Also get to 1:1 feature parity with Slack, and also just use Slack but self-hosted for a reasonable price.",0,user,E20,5.12.0
Feature Requests,Reminderbot,2019-08-07,reminders for messages,0,user,E20,5.12.0
Feature Requests,Reminderbot,2019-08-07,Add message reminders like Slack,0,user,E20,5.12.0
Feature Requests,RN Multi-server,2019-08-07,and mobile app doesn't support two servers,3,user,,5.12.0
Feature Requests,Share Message,2019-08-07,"1. There must be share message option or share image to other member
",10,user,,5.12.0
Invalid,Invalid,2019-08-07,djkaghbkfajsdhbg,3,user,,5.12.0
Invalid,Invalid,2019-08-07,dfafdsa,3,user,,5.12.0
Invalid,Invalid,2019-08-07,I am single...ready to mingle,3,user,,5.12.0
Invalid,Invalid,2019-08-07,It is already too good...,3,user,,5.12.0
Invalid,Invalid,2019-08-07,:+1:,3,user,,5.12.0
Invalid,Invalid,2019-08-07,8,7,user,,5.12.0
Invalid,Invalid,2019-08-07,wc,10,user,,5.12.0
Invalid,Invalid,2019-08-07,wc,10,user,,5.12.0
UX Feedback,Be Slack,2019-08-07,Be more like slack,0,user,E20,5.12.0
UX Feedback,Be Slack,2019-08-07,be slack,0,user,E20,5.12.0
Feature Requests,Channel Sidebar,2019-08-07,easier to do individual chats,0,user,E20,5.12.0
Feature Requests,Channel Sidebar,2019-08-07,Cannot group people according to my needs or dept. for individual conversation. Need to find a person every time..,3,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-07,"Move unread messages to the top, its hard to find received message between all conventions",4,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-07,channels list management,9,user,,5.12.0
UX Feedback,Logout Issues,2019-08-07,stop logging me out!,0,user,E20,5.12.0
UX Feedback,Logout Issues,2019-08-07,make sure that the session wont log out unless the user logout on the4 mattermost,9,user,,5.12.0
UX Feedback,Notifications UX,2019-08-07,Better notifications,0,user,E20,5.12.0
UX Feedback,Performance,2019-08-07,"finding a channel / person after cmd+k is slow, conversations load slow",0,user,E20,5.12.0
UX Feedback,Search UX,2019-08-07,search in chat,4,user,,5.12.0
UX Feedback,Search UX,2019-08-07,3. Search should be better presentation,10,user,,5.12.0
Feature Requests,Threading,2019-08-07,Properly thread messages outside of the main chat room.,0,user,E20,5.12.0
UX Feedback,UI/UX Polish,2019-08-07,Some iconography is unclear,6,user,,5.12.0
UX Feedback,UI/UX Polish,2019-08-07,just give me better view that can make me feel better in use,7,user,,5.12.0
UX Feedback,UI/UX Polish,2019-08-07,I think you could make it a little bit more intuitive and user friendly. But it is good overall.,9,user,,5.12.0
Reliability,Message and Network Reliability,2019-08-07,group names and user names don't always refresh,0,user,E20,5.12.0
Reliability,Message and Network Reliability,2019-08-07,notifications across computer / phone are out of sync sometimes,0,user,E20,5.12.0
Reliability,Message and Network Reliability,2019-08-07,"2. Some time When we upload image it got Hanged, Need to fix this issue
",10,user,,5.12.0
Reliability,Notifications Reliability,2019-08-06,the icon on linux is not blinking when I have unread messages,0,user,,5.12.0
Reliability,Notifications Reliability,2019-08-06,"Your client application needs work. In switching from slack there are a few significant rough spots that makes the transition difficult to recommend

- notifications are not reliable, i find that I am often missing notifications, especially on my mobile device. on slack notifications just worked with a few simple settings. this is not true of mattermost",7,system_admin,,5.12.0
Feature Requests,Audio/Video Calling,2019-08-06,"calls, video calls, group calls, group video calls, presentation during calls,",8,user,,5.12.0
Feature Requests,Share Message,2019-08-06,By adding the SHARE option so that files can be shared in different channels.,8,user,,5.12.0
Invalid,Invalid,2019-08-06,go away,2,user,E20,5.12.0
Invalid,Invalid,2019-08-06,No comment,0,user,E10,5.12.0
Invalid,Invalid,2019-08-06,wish it wasn't web based.,9,user,,5.12.0
Invalid,Invalid,2019-08-06,you're welcome,8,user,,5.12.0
Invalid,Invalid,2019-08-06,10,10,user,,5.12.0
Invalid,Invalid,2019-08-06,test,10,user,,5.12.0
UX Feedback,Account Authorization,2019-08-06,Please make a fluent authorization on desktop app via magic link in browser or smth like that — it's very annoying to type in the login/password,4,user,,5.12.0
Feature Requests,Channel Sidebar,2019-08-06,"also in the client, there is no way to hide the menubar, which is very annoying and very 1998.",7,system_admin,,5.12.0
UX Feedback,Mobile UX,2019-08-06,Mobile app is so bad,5,user,,5.12.0
Feature Requests,Threading,2019-08-06,Fix the threading feature: https://forum.mattermost.org/t/collapse-thread-comment-like-in-slack/3359,2,user,E20,5.12.0
Reliability,Message and Network Reliability,2019-08-06,"Pages don't load sometimes, messages get dropped, I don't get new messages unless I refresh. Checking a channel clears the \""new messages\"" highlight even if the new messages don't load. Just generally unreliable.",2,user,E20,5.12.0
Reliability,Message and Network Reliability,2019-08-06,- clients have synchronization issues. there have been several instances where I've had to restart mattermost in order for the client to pick up new message,7,system_admin,,5.12.0
Invalid,Invalid,2019-08-05,spierdalaj,8,system_admin,,5.13.0
Invalid,Invalid,2019-08-05,"╔┓┏╦━━╦┓╔┓╔━━╗
║┗┛║┗━╣┃║┃║00║ 
║┏┓║┏━╣┗╣┗╣╰╯║ 
╚┛┗╩━━╩━╩━╩━━╝",8,user,,5.13.0
Reliability,Mobile Stability,2019-08-05,Create refresh option and resolve blank page - hanging issue- Thanks,8,user,,5.12.0
Reliability,Mobile Stability,2019-08-05,The app keeps crashing on my phone and showing a blank screen every time I open it. I’ve had to delete it and set it all up again multiple times.,9,user,E20,5.12.0
Feature Requests,Corporate Slack Import,2019-08-05,add corporate slack export,10,system_admin,,5.12.0
Invalid,Invalid,2019-08-05,привет,0,user,,5.12.0
Invalid,Invalid,2019-08-05,It is good as of now.,8,user,,5.12.0
Invalid,Invalid,2019-08-05,:+1:,8,user,,5.12.0
Invalid,Invalid,2019-08-05,nie,10,user,,5.12.0
Invalid,Invalid,2019-08-05,no,10,user,,5.12.0
Invalid,Invalid,2019-08-05,déjà me parler en Français de France !,4,user,,5.12.0
Invalid,Invalid,2019-08-05,6,9,user,E20,5.12.0
Invalid,Invalid,2019-08-05,7,9,user,E20,5.12.0
UX Feedback,Files/Attachments,2019-08-05,"gif cmd line, better media integration and text formatting",6,user,,5.12.0
UX Feedback,Messaging UX,2019-08-05,Provide send option in it instead of using Enter key,8,user,,5.12.0
UX Feedback,Messaging UX,2019-08-05,Better GIF search :),10,user,,5.12.0
UX Feedback,Mobile UX,2019-08-05,The android app is not very good.,3,user,E20,5.12.0
UX Feedback,Mobile UX,2019-08-05,Native apps please,9,user,E20,5.12.0
UX Feedback,Notifications UX,2019-08-05,"I would like to be able to customize when/where I get notifications more. For example, I would like to be able to choose to be notified about any post in a particular channel.",0,user,E10,5.12.0
